Date,Open,High,Low,Close,Adj Close,Volume
2016-09-29,60.133587,60.133587,58.740459,59.074429,51.178978,11454640
2016-09-30,59.055344,59.856869,59.026718,59.551525,51.592308,14258354
2016-10-03,59.370228,59.704197,58.845421,59.656490,51.683243,7881065
2016-10-04,59.618320,60.066795,59.103054,59.599236,51.633636,8276475
2016-10-05,59.828243,60.152672,59.618320,59.923664,51.914707,8249122
2016-10-06,59.627865,59.818703,58.912212,59.790077,51.798969,11979164
2016-10-07,59.895039,60.104961,59.188931,59.895039,51.889904,11292410
2016-10-10,61.269085,61.889313,60.534351,60.973282,52.824039,21322503
2016-10-11,60.620228,60.639313,58.921757,59.093510,51.195499,14625259
2016-10-12,59.541985,59.761452,58.759541,58.835876,50.972309,10607751
2016-10-13,59.398853,60.066795,59.103054,59.646946,51.674976,15239492
2016-10-14,59.847328,59.980915,59.284351,59.293892,51.369095,12790002
2016-10-17,59.208015,59.208015,58.015266,58.702290,50.856571,13681221
2016-10-18,59.064884,59.751907,58.998093,59.246181,51.327766,10467424
2016-10-19,59.284351,59.446564,58.979008,59.036259,51.145908,5850670
2016-10-20,59.112595,59.417938,58.864506,59.083969,51.187237,6626923
2016-10-21,58.730915,59.064884,58.234734,58.396946,50.592033,7762222
2016-10-24,58.587788,58.664124,57.862595,57.967556,50.220039,10420264
2016-10-25,57.509541,59.341602,56.822517,59.112595,51.212040,15917548
2016-10-26,58.912212,59.017178,57.776718,58.082062,50.319237,10435774
2016-10-27,58.349236,59.217556,58.206108,58.482822,50.666431,10847534
2016-10-28,58.225189,58.272900,55.772900,56.145039,48.641113,21335603
2016-10-31,56.383587,56.440842,55.696564,56.030533,48.541901,14939030
2016-11-01,56.297710,56.860687,55.830154,56.583969,49.021374,15036075
2016-11-02,56.354961,56.784351,56.059158,56.145039,48.641113,11239486
2016-11-03,56.469467,56.507633,55.620228,55.753819,48.302166,11866504
2016-11-04,56.001907,56.555344,55.925571,56.125954,48.624573,11861893
2016-11-07,56.793892,57.452290,56.755726,57.299618,49.641365,10981258
2016-11-08,57.080154,57.996181,56.793892,57.738548,50.021629,8323321
2016-11-09,61.030533,62.022900,59.885494,61.240459,53.055508,29187953
2016-11-10,61.583969,62.461830,61.564884,61.984734,53.700306,18719690
2016-11-11,61.145039,61.555344,60.667938,61.020992,52.865372,14734566
2016-11-14,61.068703,61.154579,60.343510,60.620228,52.518173,10610476
2016-11-15,60.763359,60.811069,60.190842,60.734734,52.617371,7640339
2016-11-16,60.782444,61.020992,59.589695,59.761452,51.774174,11297650
2016-11-17,59.646946,59.914124,59.274811,59.828243,51.832039,8762642
2016-11-18,59.704197,59.751907,58.902672,59.036259,51.145908,8066351
2016-11-21,59.103054,59.532444,58.893131,59.446564,51.501369,7164862
2016-11-22,59.637405,59.780533,58.406490,58.874046,51.005375,10052626
2016-11-23,57.566795,58.874046,57.080154,58.816795,50.955772,9588152
2016-11-25,58.988548,59.541985,58.921757,59.360687,51.426971,3669362
2016-11-28,58.950382,59.217556,58.797710,58.969467,51.088039,7806971
2016-11-29,59.112595,59.599236,59.083969,59.341602,51.410431,10516575
2016-11-30,59.456108,59.465649,58.196564,58.387405,50.583778,13132174
2016-12-01,58.492367,58.559158,57.872135,57.977100,50.228306,8802047
2016-12-02,58.253819,58.702290,57.853054,58.330154,50.534168,8376769
2016-12-05,58.702290,58.711830,57.099236,57.490459,49.806702,13608490
2016-12-06,57.423664,57.624046,56.879772,57.519085,49.831505,11171261
2016-12-07,56.965649,57.309158,55.935116,57.309158,49.649635,14723981
2016-12-08,56.994274,57.595421,56.774811,57.366413,49.699238,8998757
2016-12-09,57.719467,58.692749,57.633587,58.425571,50.616837,11021187
2016-12-12,58.625954,59.255726,58.492367,58.893131,51.021896,8641808
2016-12-13,58.969467,59.122135,58.444656,58.959923,51.471729,8218626
2016-12-14,59.017178,59.885494,58.769085,58.969467,51.480061,11612574
2016-12-15,59.160305,59.770992,59.007633,59.513359,51.954872,8917851
2016-12-16,59.790077,60.143131,59.208015,59.580154,52.013191,18406758
2016-12-19,58.969467,59.417938,58.082062,58.339695,50.930267,12512072
2016-12-20,58.387405,58.854961,57.604961,57.729008,50.397144,10875201
2016-12-21,57.814884,58.024811,56.622135,56.708015,49.505817,12630706
2016-12-22,56.889313,57.251907,56.450382,56.851147,49.630783,10584800
2016-12-23,57.032444,57.118320,56.536259,56.832062,49.614117,7955892
2016-12-27,57.127865,57.385494,56.832062,57.051525,49.805706,6094749
2016-12-28,56.984734,57.118320,56.498093,56.555344,49.372540,6470981
2016-12-29,56.574429,56.860687,56.278625,56.335876,49.180946,6833065
2016-12-30,56.087788,56.250000,55.877865,56.173664,49.039341,11289685
2017-01-03,56.440842,57.614506,56.345421,57.395039,50.105598,12564158
2017-01-04,57.729008,58.005726,57.290077,57.375954,50.088928,9863671
2017-01-05,57.461830,57.805344,57.251907,57.356869,50.072281,10581446
2017-01-06,57.337788,57.690842,56.803436,57.509541,50.205559,10730053
2017-01-09,57.538170,58.664124,57.328243,58.301525,50.896954,10201861
2017-01-10,58.396946,58.435116,57.146946,57.175571,49.913998,16036706
2017-01-11,59.484734,60.267178,57.967556,58.807251,51.338444,34281862
2017-01-12,59.666031,60.343510,59.274811,59.360687,51.821594,26079899
2017-01-13,59.475189,59.809158,59.255726,59.484734,51.929886,10447617
2017-01-17,59.083969,59.227100,58.396946,58.664124,51.213493,11101150
2017-01-18,58.568703,58.950382,58.282444,58.368320,50.955276,8522022
2017-01-19,58.253819,58.282444,57.318703,57.566795,50.255547,11944999
2017-01-20,59.541985,60.038170,59.303436,59.666031,52.088158,26451834
2017-01-23,58.979008,59.541985,58.807251,58.979008,51.488392,10691382
2017-01-24,58.769085,58.864506,57.948475,58.406490,50.988583,10990900
2017-01-25,58.511452,58.568703,57.977100,58.282444,50.880287,15255736
2017-01-26,58.225189,58.549618,57.767178,58.396946,50.980247,13317460
2017-01-27,58.568703,59.150764,58.492367,58.921757,51.438400,6972554
2017-01-30,58.702290,58.883587,58.139313,58.616413,51.171848,8230573
2017-01-31,58.263359,59.389313,58.129772,59.150764,51.638336,10292513
2017-02-01,59.217556,59.417938,58.740459,59.255726,51.729965,11547702
2017-02-02,59.770992,61.269085,59.666031,61.240459,53.462627,19901730
2017-02-03,60.935116,61.383587,60.372135,61.345421,53.554260,12209724
2017-02-06,60.992367,61.975189,60.973282,61.965649,54.095711,9598422
2017-02-07,61.793892,61.956108,61.116413,61.259541,53.479282,8840194
2017-02-08,60.973282,61.526718,60.906490,61.374046,53.579254,6190326
2017-02-09,61.374046,61.851147,61.354961,61.440842,53.637558,7391439
2017-02-10,61.374046,61.612595,61.030533,61.211830,53.437630,8940907
2017-02-13,61.307251,61.860687,61.278625,61.803436,53.954102,7494353
2017-02-14,61.679390,62.709923,61.479008,62.652672,54.695477,10629550
2017-02-15,61.927483,62.853054,61.879772,62.175571,54.278969,18662050
2017-02-16,62.156490,62.414124,61.507633,62.270992,54.362278,12938922
2017-02-17,62.213741,62.557251,61.889313,62.395039,54.470566,9482618
2017-02-21,61.927483,62.767178,61.927483,62.480915,54.545532,7740633
2017-02-22,62.500000,62.738548,62.108780,62.299618,54.387268,9096221
2017-02-23,62.519085,63.082062,62.356869,62.833969,54.853760,7184669
2017-02-24,62.643131,63.129772,62.624046,63.129772,55.111984,8849626
2017-02-27,62.767178,62.919846,62.557251,62.833969,54.853760,7476222
2017-02-28,62.795803,63.120228,62.643131,62.853054,54.870407,8112044
2017-03-01,63.043892,63.740459,62.872135,63.177483,55.153637,11193374
2017-03-02,63.339695,63.530533,62.977100,63.053436,55.045341,9062790
2017-03-03,63.053436,63.568703,62.795803,63.530533,55.461849,8716111
2017-03-06,63.053436,63.721375,62.881680,63.425571,55.370216,9104500
2017-03-07,62.433205,63.272900,62.204197,62.938931,54.945389,8728478
2017-03-08,62.938931,63.091602,62.280533,62.786259,54.812092,8821645
2017-03-09,62.948475,63.005726,62.519085,62.872135,54.887070,8106280
2017-03-10,63.043892,63.167938,62.500000,62.595421,54.645500,9247447
2017-03-13,62.251907,62.299618,61.078243,61.211830,53.823254,14880133
2017-03-14,61.192749,61.555344,61.116413,61.259541,53.865204,8271759
2017-03-15,61.450382,61.994274,61.278625,61.736641,54.284718,9458200
2017-03-16,61.612595,61.822517,61.059158,61.240459,53.848438,10074634
2017-03-17,61.307251,61.736641,60.963741,60.973282,53.613503,15142762
2017-03-20,61.202290,61.354961,61.068703,61.173664,53.789703,13593818
2017-03-21,61.374046,61.650764,60.706108,60.982822,53.621895,11057134
2017-03-22,61.049618,61.173664,60.353054,60.591602,53.277897,10007352
2017-03-23,60.458015,60.896946,60.295803,60.381680,53.093311,9915128
2017-03-24,60.267178,60.620228,59.980915,60.286259,53.009411,9575052
2017-03-27,60.038170,60.505726,59.933205,60.295803,53.017799,8400663
2017-03-28,60.305344,60.496181,60.000000,60.438931,53.143646,10673880
2017-03-29,60.753819,61.173664,60.553436,60.725189,53.395351,8525794
2017-03-30,60.591602,60.763359,60.419846,60.543892,53.235935,5577456
2017-03-31,60.362595,60.715649,60.353054,60.629772,53.311459,7979472
2017-04-03,60.524811,60.791985,60.324429,60.562977,53.252728,6962493
2017-04-04,60.677483,60.849236,60.467556,60.753819,53.420528,6650189
2017-04-05,60.772900,61.211830,60.601147,60.658398,53.336628,8083538
2017-04-06,60.572517,61.040077,60.295803,60.343510,53.059742,7915125
2017-04-07,60.381680,60.429390,60.066795,60.238548,52.967457,8091713
2017-04-10,60.372135,60.429390,59.666031,59.685116,52.480831,7595590
2017-04-11,59.627865,59.885494,59.332062,59.713741,52.505989,6858950
2017-04-12,59.513359,60.314884,59.427483,60.162212,52.900333,9965642
2017-04-13,59.914124,60.114506,59.694656,59.742367,52.531166,6217260
2017-04-17,59.837788,59.961830,59.532444,59.923664,52.690586,5590242
2017-04-18,59.599236,59.599236,59.150764,59.417938,52.245899,7749436
2017-04-19,59.408398,59.770992,59.160305,59.770992,52.556335,10845857
2017-04-20,59.790077,59.875954,59.398853,59.685116,52.480831,9392490
2017-04-21,59.503819,59.761452,59.036259,59.055344,51.927074,11002323
2017-04-24,59.637405,59.656490,59.179390,59.293892,52.136822,9270922
2017-04-25,59.627865,60.047710,59.398853,59.446564,52.271069,11205006
2017-04-26,59.761452,60.000000,59.570610,59.828243,52.606670,9284546
2017-04-27,59.904579,60.028625,59.589695,59.713741,52.505989,6920258
2017-04-28,59.713741,59.780533,59.293892,59.475189,52.296246,9915862
2017-05-01,59.398853,59.637405,59.255726,59.522900,52.338192,10707521
2017-05-02,59.646946,60.343510,59.456108,59.828243,52.606670,13647580
2017-05-03,59.637405,60.753819,59.522900,60.715649,53.386967,11978430
2017-05-04,60.753819,60.963741,60.324429,60.477100,53.177212,9023280
2017-05-05,60.591602,61.154579,60.524811,61.040077,53.672230,9795237
2017-05-08,60.982822,61.555344,60.906490,61.078243,53.705799,11684676
2017-05-09,61.240459,61.326336,60.267178,60.391220,53.101696,10712970
2017-05-10,60.238548,61.020992,60.200382,61.011452,53.647064,10094126
2017-05-11,61.784351,62.261452,61.364506,61.479008,54.058197,19404663
2017-05-12,61.440842,61.708015,60.372135,60.658398,53.336628,10838521
2017-05-15,60.515266,60.687023,60.438931,60.601147,53.286289,8710347
2017-05-16,60.534351,60.944656,60.248093,60.868320,53.521210,8248494
2017-05-17,60.868320,60.868320,60.000000,60.114506,52.858387,8296911
2017-05-18,60.028625,61.545803,60.028625,60.963741,53.605110,12528316
2017-05-19,61.106869,61.106869,60.591602,60.858780,53.512825,9739798
2017-05-22,60.782444,61.488548,60.658398,61.106869,53.730961,6525372
2017-05-23,61.068703,61.631680,61.068703,61.593510,54.158867,6009861
2017-05-24,61.803436,62.213741,61.583969,61.956108,54.477695,7289259
2017-05-25,61.984734,62.137405,61.698475,62.061069,54.569996,7436503
2017-05-26,62.022900,62.223282,61.851147,61.946564,54.469311,3862614
2017-05-30,61.755726,62.156490,61.574429,61.908398,54.435753,5120109
2017-05-31,62.099236,62.490459,62.051525,62.127865,54.628723,8162138
2017-06-01,62.108780,62.270992,61.889313,62.270992,54.754578,7923404
2017-06-02,62.461830,62.576336,62.194656,62.471375,54.930779,6600933
2017-06-05,62.356869,62.395039,61.736641,62.089695,54.595161,6254988
2017-06-06,62.022900,62.061069,61.507633,61.708015,54.259548,8218206
2017-06-07,61.641220,61.688931,61.068703,61.125954,53.747742,7971717
2017-06-08,61.125954,61.307251,59.952290,60.305344,53.026188,19411056
2017-06-09,60.305344,61.488548,60.248093,61.440842,54.024628,11266419
2017-06-12,61.440842,61.717556,61.259541,61.440842,54.024628,9851514
2017-06-13,60.811069,60.916031,60.143131,60.372135,53.475246,12631544
2017-06-14,60.133587,60.725189,60.133587,60.467556,53.559776,10834853
2017-06-15,60.400764,60.534351,60.000000,60.295803,53.407631,8244406
2017-06-16,60.362595,60.791985,59.818703,60.085876,53.221695,15617296
2017-06-19,60.200382,60.887405,60.133587,60.763359,53.821777,8831391
2017-06-20,60.763359,61.984734,60.667938,61.574429,54.540188,10755624
2017-06-21,61.603054,62.595421,61.603054,62.461830,55.326214,11679960
2017-06-22,62.509541,63.330154,62.385494,62.996181,55.799519,14087111
2017-06-23,63.015266,63.349236,62.824429,63.129772,55.917850,14769988
2017-06-26,63.120228,63.358780,62.814884,62.900764,55.715008,7940067
2017-06-27,63.234734,63.234734,62.538170,62.538170,55.393837,8511437
2017-06-28,62.748093,62.881680,62.156490,62.175571,55.072659,7056498
2017-06-29,62.032444,62.099236,61.154579,61.393131,54.379608,8751114
2017-06-30,61.536259,61.765266,61.068703,61.154579,54.168301,8762223
2017-07-03,60.925571,61.669846,60.925571,61.326336,54.320446,4895627
2017-07-05,61.517178,61.832062,60.992367,61.221375,54.227463,6820174
2017-07-06,60.849236,60.982822,60.104961,60.209923,53.331566,11887150
2017-07-07,60.314884,60.438931,59.933205,60.267178,53.382282,7591083
2017-07-10,60.486641,60.496181,59.742367,59.952290,53.103363,7036062
2017-07-11,59.942749,60.095421,59.389313,59.484734,52.689228,7207620
2017-07-12,59.790077,60.238548,59.790077,59.904579,53.061111,8610368
2017-07-13,59.914124,60.104961,59.427483,60.009541,53.154068,7125562
2017-07-14,60.047710,60.496181,59.980915,60.171757,53.297768,6309903
2017-07-17,60.257633,60.410305,59.666031,59.742367,52.917419,7741890
2017-07-18,59.637405,59.761452,59.417938,59.551525,52.748390,6408415
2017-07-19,59.637405,59.952290,59.580154,59.751907,52.925865,5972657
2017-07-20,60.028625,60.343510,59.980915,60.057251,53.196331,6974545
2017-07-21,59.914124,60.114506,59.713741,59.761452,52.934326,7237907
2017-07-24,59.675571,60.019085,59.637405,59.704197,52.883614,8157318
2017-07-25,59.971375,60.114506,59.398853,59.503819,52.706135,6241783
2017-07-26,59.456108,59.484734,58.893131,58.969467,52.232826,9816302
2017-07-27,60.753819,61.593510,59.923664,60.772900,53.830238,22894922
2017-07-28,60.887405,61.412212,60.324429,61.173664,54.185211,13982521
2017-07-31,61.307251,61.364506,60.601147,60.954197,53.990807,12277215
2017-08-01,61.106869,61.326336,60.849236,60.992367,54.024628,6802463
2017-08-02,61.020992,61.030533,60.276718,60.534351,53.618927,7372575
2017-08-03,60.314884,60.811069,60.286259,60.610687,53.686546,7355702
2017-08-04,60.715649,60.772900,60.057251,60.209923,53.331566,5597368
2017-08-07,60.066795,60.200382,59.790077,59.961830,53.111816,7018246
2017-08-08,59.675571,59.847328,59.351147,59.465649,52.672318,8048745
2017-08-09,59.589695,59.847328,59.370228,59.627865,52.816010,6866810
2017-08-10,59.513359,59.713741,59.322517,59.332062,52.553986,8137825
2017-08-11,59.561069,60.076336,59.408398,59.522900,52.723026,6341448
2017-08-14,60.028625,60.114506,59.723282,59.799618,52.968124,5771860
2017-08-15,59.856869,60.143131,59.627865,59.637405,52.824455,6619168
2017-08-16,59.570610,60.047710,59.475189,59.828243,52.993484,6352138
2017-08-17,59.875954,60.133587,58.979008,59.007633,52.266636,9589305
2017-08-18,58.940842,58.988548,58.358780,58.673664,51.970806,8825942
2017-08-21,58.664124,59.198475,58.616413,59.131680,52.376499,7542666
2017-08-22,59.131680,59.637405,59.083969,59.561069,52.756840,5779930
2017-08-23,59.398853,59.732822,59.303436,59.303436,52.528637,6743775
2017-08-24,59.398853,60.028625,59.341602,59.837788,53.001945,8122105
2017-08-25,59.990459,60.391220,59.895039,60.057251,53.196331,5528095
2017-08-28,60.219467,60.553436,60.095421,60.419846,53.517502,7858114
2017-08-29,60.238548,60.314884,59.847328,60.229008,53.348480,6879806
2017-08-30,60.248093,60.276718,60.019085,60.229008,53.348480,5263580
2017-08-31,60.448475,60.992367,60.066795,60.935116,53.973915,13522344
2017-09-01,60.868320,61.164124,60.687023,60.906490,53.948555,6481985
2017-09-05,60.830154,61.173664,60.553436,60.706108,53.771072,7583538
2017-09-06,60.963741,61.383587,60.849236,61.068703,54.092243,7491838
2017-09-07,61.154579,61.469467,60.868320,61.374046,54.362701,7185507
2017-09-08,61.059158,61.574429,61.011452,61.326336,54.320446,7719358
2017-09-11,61.965649,62.318703,61.717556,62.146946,55.047306,10785597
2017-09-12,62.137405,62.614506,62.137405,62.461830,55.326214,7707202
2017-09-13,62.366413,62.547710,62.309158,62.452290,55.317764,5898878
2017-09-14,62.013359,63.139313,61.937023,63.091602,56.288254,10437137
2017-09-15,63.139313,63.339695,62.738548,63.129772,56.322300,15390718
2017-09-18,62.996181,63.368320,62.795803,62.967556,56.177574,11049274
2017-09-19,62.996181,63.129772,62.671757,62.929390,56.143528,7345746
2017-09-20,63.043892,63.272900,62.204197,62.776718,56.007332,9903600
2017-09-21,62.833969,62.910305,62.519085,62.595421,55.845577,6255198
2017-09-22,62.624046,62.690842,62.089695,62.146946,55.445461,7824263
2017-09-25,62.175571,62.404579,62.061069,62.194656,55.488033,5840923
2017-09-26,62.118320,62.328243,61.755726,61.793892,55.130478,7311058
2017-09-27,61.717556,61.784351,61.374046,61.612595,54.968731,7013111
2017-09-28,61.326336,61.698475,61.230915,61.345421,54.730366,7359894
2017-09-29,61.345421,61.574429,60.429390,61.097328,54.509029,11999181
2017-10-02,61.269085,61.717556,60.963741,61.593510,54.951706,7067083
2017-10-03,61.593510,61.622135,60.858780,61.421757,54.798470,6819441
2017-10-04,61.469467,61.660305,61.383587,61.641220,54.994259,6722606
2017-10-05,61.469467,61.832062,61.383587,61.641220,54.994259,9589200
2017-10-06,61.736641,61.927483,61.421757,61.593510,54.951706,7847843
2017-10-09,61.708015,61.774811,61.183205,61.383587,54.764423,5712962
2017-10-10,61.364506,61.517178,61.250000,61.507633,54.875084,5157208
2017-10-11,61.393131,61.393131,60.858780,60.858780,54.296204,10586477
2017-10-12,60.868320,61.049618,60.648853,60.906490,54.338764,6454108
2017-10-13,61.020992,61.221375,60.477100,60.486641,53.964191,7693787
2017-10-16,60.582062,60.811069,60.362595,60.438931,53.921623,7806762
2017-10-17,60.314884,60.410305,60.000000,60.324429,53.819481,7365868
2017-10-18,61.154579,61.173664,60.505726,60.601147,54.066353,8265471
2017-10-19,60.725189,61.097328,60.677483,60.830154,54.270664,10554618
2017-10-20,60.925571,61.059158,60.658398,60.954197,54.381321,10798802
2017-10-23,61.097328,61.564884,60.400764,60.496181,53.972702,12137936
2017-10-24,60.410305,60.410305,59.513359,60.219467,53.725826,10711713
2017-10-25,60.209923,60.238548,59.475189,59.589695,53.163967,11545502
2017-10-26,59.437023,59.818703,58.979008,59.150764,52.772362,11260026
2017-10-27,57.776718,57.776718,55.171757,55.572517,49.579971,30980242
2017-10-30,53.196564,53.482822,51.917938,52.204197,46.574867,40860891
2017-10-31,52.643131,53.234734,52.509541,52.566795,46.898365,19313802
2017-11-01,52.996181,53.244274,52.748093,52.805344,47.111187,17206483
2017-11-02,52.938931,53.024811,52.519085,52.833969,47.136738,12909788
2017-11-03,52.767178,53.702290,52.662212,53.492367,47.724129,10281718
2017-11-06,53.473282,53.606869,53.053436,53.320610,47.570896,9136988
2017-11-07,53.320610,53.616413,52.843510,53.043892,47.324009,15008513
2017-11-08,52.958015,54.122135,52.919846,53.988548,48.166805,15859279
2017-11-09,53.959923,54.064884,53.072517,53.635494,47.851822,14818825
2017-11-10,53.711830,53.711830,52.624046,52.938931,47.230373,17547607
2017-11-13,52.776718,52.977100,52.538170,52.576336,46.906876,14135738
2017-11-14,52.452290,52.652672,52.242367,52.471375,46.813232,13315678
2017-11-15,52.251907,52.576336,51.908398,52.290077,46.651485,12290315
2017-11-16,52.347328,52.833969,52.242367,52.643131,46.966480,12572122
2017-11-17,52.480915,52.891220,52.242367,52.671757,46.992008,10358537
2017-11-20,51.564884,51.898853,51.173664,51.622135,46.055573,18003278
2017-11-21,51.870228,52.337788,51.698475,51.784351,46.200291,14369442
2017-11-22,51.746181,52.070610,51.688931,51.879772,46.285423,7730258
2017-11-24,52.003819,52.127865,51.631680,51.860687,46.268394,4549682
2017-11-27,51.917938,52.099236,51.717556,52.051525,46.438660,10584905
2017-11-28,52.414124,52.604961,51.917938,52.414124,46.762157,13446783
2017-11-29,52.519085,53.101147,52.414124,52.824429,47.128220,10980525
2017-11-30,52.662212,53.330154,52.509541,52.738548,47.051598,16139619
2017-12-01,52.862595,53.416031,52.690842,53.311069,47.562382,12672835
2017-12-04,53.368320,54.112595,53.311069,53.645039,47.860340,14085120
2017-12-05,53.578243,53.921757,53.167938,53.215649,47.477253,12405386
2017-12-06,51.946564,53.368320,51.708015,51.860687,46.268394,21217703
2017-12-07,52.337788,53.282444,52.175571,52.261452,46.625950,17250604
2017-12-08,52.776718,53.024811,52.156490,53.024811,47.306992,10923723
2017-12-11,53.759541,54.045803,53.015266,53.759541,47.962494,10239170
2017-12-12,54.265266,54.551525,54.036259,54.456108,48.583958,14454750
2017-12-13,54.332062,54.742367,54.055344,54.303436,48.447739,13982940
2017-12-14,53.816795,54.141220,53.396946,53.444656,48.087151,10623890
2017-12-15,53.654579,53.788170,53.196564,53.664124,48.284622,23664574
2017-12-18,53.797710,54.093510,53.625954,53.645039,48.267445,12151560
2017-12-19,53.645039,54.026718,53.444656,53.654579,48.276028,9921521
2017-12-20,53.702290,53.902672,53.416031,53.540077,48.173004,13766423
2017-12-21,53.511452,54.198475,53.511452,54.007633,48.593693,10439966
2017-12-22,54.007633,54.227100,53.559158,53.778625,48.387638,11890608
2017-12-26,53.902672,54.007633,53.692749,53.759541,48.370468,4616754
2017-12-27,53.807251,54.036259,53.683205,53.759541,48.370468,5931994
2017-12-28,53.759541,54.198475,53.721375,54.007633,48.593693,6061108
2017-12-29,54.227100,54.379772,53.692749,53.692749,48.310379,8841557
2018-01-02,53.998093,54.150764,53.482822,53.645039,48.267445,10556504
2018-01-03,53.654579,53.683205,53.396946,53.568703,48.198757,11090460
2018-01-04,53.854961,54.790077,53.797710,54.437023,48.980034,15751650
2018-01-05,54.761452,54.761452,53.998093,54.379772,48.928520,9955057
2018-01-08,54.589695,54.627865,53.912212,54.064884,48.645206,11642546
2018-01-09,54.208015,54.484734,53.979008,54.198475,48.765400,11142022
2018-01-10,53.959923,54.742367,53.874046,54.675571,49.194675,9497395
2018-01-11,54.675571,54.971375,54.541985,54.961830,49.452232,7447402
2018-01-12,55.295803,56.116413,55.238548,55.973282,50.362293,12935569
2018-01-16,58.921757,60.858780,58.444656,59.227100,53.289936,50399682
2018-01-17,59.437023,59.723282,59.055344,59.188931,53.255589,22940615
2018-01-18,59.160305,59.274811,57.853054,58.330154,52.482903,20861278
2018-01-19,58.664124,58.664124,57.862595,58.473282,52.611691,12745671
2018-01-22,58.158398,58.625954,57.938931,58.444656,52.585934,12835380
2018-01-23,58.234734,59.284351,58.082062,58.874046,52.972267,11718212
2018-01-24,59.169846,59.265266,58.167938,58.377865,52.525829,14129241
2018-01-25,58.492367,58.568703,58.158398,58.492367,52.628853,9853610
2018-01-26,58.673664,59.236641,58.530533,59.198475,53.264183,11060278
2018-01-29,59.112595,59.293892,58.740459,58.807251,52.912174,9198191
2018-01-30,58.005726,58.444656,57.671757,57.872135,52.070797,13666654
2018-01-31,57.986641,58.015266,56.202290,56.536259,50.868839,15582712
2018-02-01,56.459923,57.576336,56.364506,57.118320,51.392548,14009664
2018-02-02,56.688931,57.223282,55.610687,55.877865,50.276443,12852777
2018-02-05,55.601147,56.250000,53.263359,53.816795,48.421978,20546774
2018-02-06,52.614506,54.169846,51.841602,52.919846,47.614952,32494498
2018-02-07,52.643131,54.112595,52.566795,53.320610,47.975544,14349740
2018-02-08,53.473282,53.874046,52.204197,52.223282,46.988213,21871760
2018-02-09,52.624046,52.872135,50.916031,52.356869,47.108410,19472364
2018-02-12,52.814884,53.330154,52.442749,52.891220,47.589199,13259506
2018-02-13,52.700382,52.833969,52.261452,52.385494,47.134159,17857291
2018-02-14,51.822517,52.576336,51.736641,52.385494,47.134159,11996142
2018-02-15,52.891220,53.425571,52.318703,53.425571,48.069973,10584695
2018-02-16,53.406490,54.379772,53.358780,53.711830,48.327538,12294402
2018-02-20,53.549618,53.568703,52.433205,52.461830,47.202843,14113416
2018-02-21,52.509541,52.900764,52.051525,52.051525,46.833672,11244935
2018-02-22,52.099236,52.547710,51.927483,52.070610,46.850849,11334958
2018-02-23,52.309158,52.480915,52.070610,52.356869,47.108410,9499177
2018-02-26,52.480915,53.616413,52.480915,53.492367,48.130077,12725026
2018-02-27,53.349236,53.396946,52.194656,52.213741,46.979618,9734453
2018-02-28,52.538170,52.643131,51.727100,51.736641,46.550354,11807606
2018-03-01,51.774811,52.299618,50.973282,51.240459,46.103916,13648523
